City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,yerofey pavlovich,53.9667,121.9667,14.98,90,99,1.44,RU,1689287721
364,mbaiki,3.8678,17.9892,21.7,96,93,0.25,CF,1689287892
365,bandar lampung,-5.4254,105.258,24.14,93,100,2.98,ID,1689287892
366,mokhsogollokh,61.4681,128.9203,15.48,81,100,1.16,RU,1689287892
367,verdal,63.7933,11.4817,14.02,96,100,4.88,NO,1689287893
368,baiti,13.745,-14.7482,26.3,79,100,5.24,SN,1689287893
369,urangan,-25.3,152.9,18.96,71,6,4.88,AU,1689287893
370,villa gesell,-37.2639,-56.973,6.74,68,9,4.44,AR,1689287893
371,port lincoln,-34.7333,135.8667,11.11,59,92,6.52,AU,1689287894
372,cariamanga,-4.3333,-79.55,22.43,54,67,0.54,EC,1689287894
373,wynyard,-41.0,145.7167,12.49,75,100,7.23,AU,1689287894
374,encruzilhada do sul,-30.5439,-52.5219,7.33,96,100,4.82,BR,1689287895
375,touros,-5.1989,-35.4608,25.37,80,14,5.9,BR,1689287895
376,la ronge,55.1001,-105.2842,20.14,32,100,6.69,CA,1689287895
377,post,33.1909,-101.3782,41.1,16,2,4.83,US,1689287895
378,taroa,8.7058,171.2275,28.61,73,61,7.81,MH,1689287896
379,severobaykal'sk,55.65,109.3167,9.81,76,99,1.2,RU,1689287896
380,macau,22.2006,113.5461,29.36,89,20,2.06,MO,1689287891
381,alice springs,-23.7,133.8833,2.75,87,0,0.0,AU,1689287897
382,khandyga,62.6667,135.6,12.99,93,100,1.24,RU,1689287897
383,bamboo flat,11.7,92.7167,27.05,83,20,2.06,IN,1689287897
384,moranbah,-22.0016,148.0466,16.94,73,0,7.93,AU,1689287897
385,jayapura,-2.5333,140.7,26.66,82,95,2.01,ID,1689287898
386,andergrove,-21.0833,149.1833,20.49,73,27,7.51,AU,1689287898
387,bondo,3.8146,23.6866,20.21,100,58,0.91,CD,1689287898
388,atasu,48.6814,71.6433,26.07,29,53,2.42,KZ,1689287898
389,namibe,-15.1961,12.1522,22.64,33,0,3.98,AO,1689287899
390,sao joao evangelista,-18.5478,-42.7633,20.12,44,9,1.21,BR,1689287899
391,puerto santa,-8.9906,-78.6456,21.35,78,71,4.05,PE,1689287899
392,barah,13.7,30.3667,32.68,31,80,3.12,SD,1689287899
393,pedra azul,-16.0053,-41.2972,19.56,49,3,1.59,BR,1689287900
394,morehead city,34.7229,-76.726,31.01,80,0,6.69,US,1689287801
395,coxen hole,16.3244,-86.5366,30.6,79,20,6.17,HN,1689287900
396,cold lake,54.4502,-110.2017,23.97,35,0,7.2,CA,1689287886
397,aykhal,66.0,111.5,8.14,52,100,5.45,RU,1689287900
398,qarazhal,48.0078,70.7903,26.1,34,30,4.48,KZ,1689287901
399,kununurra,-15.7667,128.7333,14.99,82,20,0.51,AU,1689287901
400,fale old settlement,-9.3852,-171.2468,28.25,75,69,4.1,TK,1689287901
401,kingsbridge,50.2845,-3.7764,17.01,87,100,3.78,GB,1689287901
402,xiaoweizhai,26.1903,107.5125,23.35,97,100,1.05,CN,1689287902
403,kharabali,47.4196,47.2568,18.18,48,0,3.47,RU,1689287902
404,kokopo,-4.352,152.2633,25.88,84,90,5.37,PG,1689287902
405,balkanabat,39.5108,54.3671,29.93,31,0,2.91,TM,1689287902
406,lazaro cardenas,17.9583,-102.2,30.71,72,9,4.96,MX,1689287798
407,illizi,26.4833,8.4667,29.89,14,0,2.79,DZ,1689287903
408,caleta de carquin,-11.0925,-77.6267,20.57,80,15,4.26,PE,1689287903
409,mulanje,-16.0316,35.5,14.74,96,73,2.85,MW,1689287903
410,espoo,60.25,24.6667,16.19,90,0,4.12,FI,1689287904
411,mersa matruh,31.3525,27.2453,25.11,88,0,2.57,EG,1689287904
412,greenville,35.6127,-77.3663,32.09,75,0,1.34,US,1689287563
413,san julian,21.0167,-102.1667,23.65,46,7,4.66,MX,1689287904
414,malkara,40.89,26.9011,25.34,48,0,1.35,TR,1689287905
415,ayora,39.0585,-1.0563,22.27,80,44,2.12,ES,1689287905
416,taksimo,56.3444,114.8794,16.43,53,16,0.53,RU,1689287905
417,fatehganj west,28.4667,79.3,25.16,93,55,2.29,IN,1689287906
418,sungailiat,-1.85,106.1333,25.75,84,100,3.92,ID,1689287906
419,beihuaidian,39.2553,117.5583,24.01,78,64,3.63,CN,1689287906
420,benghazi,32.1167,20.0667,25.66,80,0,6.37,LY,1689287907
421,berezovyy,51.6667,135.7,24.76,43,8,0.99,RU,1689287907
422,harper,4.375,-7.7169,25.23,85,73,4.78,LR,1689287907
423,nemuro,43.3236,145.575,13.63,96,99,3.82,JP,1689287908
424,losice,52.2113,22.718,16.16,91,100,1.12,PL,1689287908
425,kerikeri,-35.2268,173.9474,15.51,89,20,1.79,NZ,1689287767
426,pokachi,61.7198,75.3683,9.83,61,100,5.63,RU,1689287908
427,chipinge,-20.1883,32.6236,7.28,83,4,2.18,ZW,1689287908
428,mount darwin,-16.7725,31.5838,7.85,86,5,1.12,ZW,1689287909
429,general conesa,-40.1,-64.4333,7.86,56,88,3.53,AR,1689287909
430,le port,-20.9373,55.2919,21.61,98,24,2.34,RE,1689287909
431,genhe,50.7833,121.5167,17.78,84,100,1.31,CN,1689287910
432,corinto,37.9407,22.9573,27.16,44,0,1.02,GR,1689287910
433,haflong,25.1833,93.0333,22.51,100,100,1.47,IN,1689287910
434,magadan,59.5667,150.8,14.74,82,68,1.74,RU,1689287910
435,poxoreo,-15.8372,-54.3892,26.37,49,32,5.19,BR,1689287911
436,whiteville,34.3388,-78.7031,32.07,73,0,2.57,US,1689287911
437,campbellton,48.0075,-66.6727,20.25,97,100,3.09,CA,1689287828
438,yakeshi,49.2833,120.7333,16.57,98,100,3.28,CN,1689287911
439,mariehamn,60.0973,19.9348,17.68,94,0,1.54,AX,1689287912
440,tongchuanshi,35.0806,109.0897,21.25,58,99,3.94,CN,1689287912
441,tegueste,28.5167,-16.3167,28.93,16,0,7.2,ES,1689287912
442,quellon,-43.1167,-73.6167,7.14,93,100,8.23,CL,1689287912
443,tshikapa,-6.4167,20.8,23.76,40,31,0.74,CD,1689287912
444,ascencion,31.1,-107.9833,37.83,17,20,4.43,MX,1689287913
445,barranca,-10.75,-77.7667,19.92,81,26,3.51,PE,1689287682
446,jacmel,18.2342,-72.5347,30.91,77,92,1.6,HT,1689287913
447,belize city,17.4995,-88.1976,32.01,74,40,3.6,BZ,1689287913
448,peshawar,34.008,71.5785,30.08,70,40,3.09,PK,1689287653
449,conway,35.0887,-92.4421,37.12,1,20,3.09,US,1689287914
450,burela de cabo,43.65,-7.4,19.54,79,59,2.09,ES,1689287915
451,ribeira brava,32.65,-17.0667,23.73,85,1,0.74,PT,1689287915
452,keflavik,64.0049,-22.5624,9.24,71,75,11.83,IS,1689287916
453,magole,-6.3667,37.3667,17.98,71,99,0.8,TZ,1689287916
454,alexandria,31.2156,29.9553,24.3,71,0,3.88,EG,1689287714
455,punta del este,-34.9667,-54.95,10.06,75,75,7.2,UY,1689287916
456,katsuren-haebaru,26.3369,127.8719,29.21,88,20,6.17,JP,1689287916
457,ardestan,33.3761,52.3694,28.94,15,0,2.06,IR,1689287917
458,shingu,33.7333,135.9833,27.91,74,94,3.71,JP,1689287917
459,holualoa,19.6228,-155.9522,27.91,75,20,5.14,US,1689287917
460,labrador city,52.9463,-66.9114,20.95,49,40,3.09,CA,1689287917
461,guerrero negro,27.9769,-114.0611,24.6,51,5,9.35,MX,1689287918
462,mount isa,-20.7333,139.5,15.87,72,0,0.0,AU,1689287918
463,preobrazheniye,42.9019,133.9064,16.32,93,100,5.16,RU,1689287675
464,sao jose da coroa grande,-8.8978,-35.1478,24.18,84,2,2.75,BR,1689287918
465,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1689287919
466,yanjiang,30.1211,104.6481,20.16,87,100,2.34,CN,1689287919
467,brookings,44.3114,-96.7984,27.88,67,20,4.12,US,1689287919
468,sarikamis,40.3381,42.5731,10.54,70,0,2.47,TR,1689287919
469,belmonte,-15.8631,-38.8828,22.98,84,3,4.56,BR,1689287920
470,hugo,45.16,-92.9933,30.97,45,20,5.14,US,1689287920
471,boguchany,58.3814,97.4531,14.0,73,17,1.42,RU,1689287920
472,imbituba,-28.24,-48.6703,14.46,69,47,6.15,BR,1689287920
473,enewetak,11.3474,162.3373,28.5,80,65,8.15,MH,1689287921
474,katsuura,35.1333,140.3,25.29,87,100,6.27,JP,1689287921
475,castanos,26.7833,-101.4167,38.52,30,6,0.84,MX,1689287921
476,mount pearl,47.5166,-52.7813,19.19,82,75,6.17,CA,1689287760
477,jindabyne,-36.4167,148.6333,5.46,70,100,2.67,AU,1689287922
478,alo,7.4178,6.7371,24.19,94,65,1.38,NG,1689287922
479,ketchikan,55.3422,-131.6461,21.26,60,0,5.66,US,1689287922
480,banlung,13.7468,107.0045,22.48,99,100,1.01,KH,1689287922
481,puerto armuelles,8.2833,-82.8667,28.99,84,99,1.34,PA,1689287800
482,rundu,-17.9333,19.7667,9.43,51,1,2.92,NA,1689287923
483,salinopolis,-0.6136,-47.3561,26.25,82,8,5.13,BR,1689287923
484,geraldton,-28.7667,114.6,15.23,88,75,5.14,AU,1689287923
485,almagro,38.8894,-3.7113,29.32,27,0,1.39,ES,1689287924
486,turpan,42.9333,89.1667,32.01,14,0,1.0,CN,1689287924
487,batticaloa,7.7102,81.6924,26.94,75,18,1.2,LK,1689287924
488,eldridge,41.6581,-90.5846,29.67,62,20,3.13,US,1689287924
489,carbonear,47.7332,-53.2148,19.91,90,73,3.33,CA,1689287925
490,zuunmod,47.7069,106.9528,7.57,91,6,2.39,MN,1689287925
491,oppdal,62.5943,9.6912,10.94,93,100,0.78,NO,1689287925
492,akhalk'alak'i,41.4051,43.4863,9.39,84,0,1.97,GE,1689287925
493,betio village,1.358,172.9211,26.02,77,96,3.07,KI,1689287926
494,hulan ergi,47.2042,123.6333,19.71,89,100,3.13,CN,1689287926
495,ban houakhoua,20.2453,100.4547,22.68,99,83,0.31,LA,1689287926
496,vilyuysk,63.7553,121.6247,16.54,59,93,2.86,RU,1689287926
497,cruz grande,16.7333,-99.1333,31.89,59,10,3.97,MX,1689287927
498,naberera,-4.2,36.9333,13.55,84,57,3.85,TZ,1689287927
499,ivdel',60.6911,60.4206,13.75,98,98,4.76,RU,1689287927
500,inirida,3.8653,-67.9239,24.52,94,73,0.95,CO,1689287927
501,nova borova,50.693,28.6345,17.45,96,100,4.88,UA,1689287927
502,fort-de-france,14.6089,-61.0733,28.97,74,75,5.14,MQ,1689287708
503,xinzhi,36.4989,111.7047,23.6,62,100,2.31,CN,1689287928
504,winnemucca,40.973,-117.7357,31.89,13,0,5.86,US,1689287928
505,rouached,36.4577,6.0427,23.5,47,25,1.34,DZ,1689287928
506,panacan,9.2463,118.4082,26.54,84,98,2.22,PH,1689287929
507,ust-nera,64.5667,143.2,24.29,54,37,2.73,RU,1689287929
508,jalai nur,49.45,117.7,19.64,75,99,5.56,CN,1689287929
509,pangody,65.85,74.4859,6.68,72,11,2.09,RU,1689287929
510,thulamahashi,-24.7246,31.1994,10.04,76,0,1.92,ZA,1689287930
511,barkhera kalan,28.45,79.8,24.93,93,79,1.59,IN,1689287930
512,mariental,-24.6333,17.9667,10.68,47,1,8.46,NA,1689287930
513,praia,14.9215,-23.5087,26.3,89,40,2.06,CV,1689287930
514,eydhafushi,5.1033,73.0708,27.94,76,24,3.54,MV,1689287931
515,ceeldheer,3.8488,47.1806,24.29,86,68,7.51,SO,1689287931
516,berdyansk,46.7503,36.7944,22.43,78,4,3.11,UA,1689287931
517,alofi,-19.0595,-169.9187,24.33,84,89,8.52,NU,1689287931
518,raja,8.4596,25.678,22.84,82,27,1.15,SS,1689287932
519,kushiro,42.975,144.3747,20.53,94,75,1.03,JP,1689287932
520,ulcinj,41.9294,19.2244,27.12,53,0,1.69,ME,1689287932
521,haimen,23.1935,116.6142,25.94,85,98,2.15,CN,1689287932
522,mesyagutovo,55.5303,58.2528,13.16,70,96,1.51,RU,1689287933
523,varenikovskaya,45.1209,37.6417,18.18,80,4,2.01,RU,1689287933
524,saguenay,48.4168,-71.0657,20.6,74,100,7.2,CA,1689287742
525,zhaqsy,51.9083,67.3133,19.48,66,31,0.75,KZ,1689287933
526,antalaha,-14.9003,50.2788,20.41,88,48,3.41,MG,1689287934
527,port douglas,-16.4833,145.4667,22.99,80,45,7.58,AU,1689287934
528,pak phanang,8.3511,100.202,27.01,83,99,2.69,TH,1689287934
529,arraial do cabo,-22.9661,-42.0278,24.98,69,0,3.6,BR,1689287934
530,plymouth,41.8334,-70.8328,28.14,72,0,4.63,US,1689287665
531,aketi,2.7388,23.7833,21.16,99,95,1.7,CD,1689287935
532,kolonia town,6.964,158.206,27.06,89,100,3.09,FM,1689287864
533,san angelo,31.4638,-100.437,42.8,18,0,4.63,US,1689287896
534,kapa'a,22.0752,-159.319,30.18,75,40,5.66,US,1689287936
535,igarape miri,-1.975,-48.9597,26.06,80,97,2.38,BR,1689287936
536,prince rupert,54.3161,-130.3201,15.05,82,0,5.14,CA,1689287709
537,kyzyl,51.7,94.45,18.21,58,4,1.34,RU,1689287936
538,tofol,5.3248,163.0078,25.88,94,100,1.54,FM,1689287938
539,tughyl,47.7252,84.2063,21.06,48,0,0.74,KZ,1689287938
540,tidjikja,18.5564,-11.4271,36.84,13,46,3.46,MR,1689287938
541,beni mellal,32.3373,-6.3498,31.9,24,48,1.74,MA,1689287939
542,malinyi,-8.9333,36.1333,18.82,59,37,0.72,TZ,1689287939
543,vyazemskiy,47.5378,134.7525,23.02,61,9,2.21,RU,1689287939
544,silver city,32.7701,-108.2803,28.98,35,75,7.72,US,1689287939
545,gaalkacyo,6.7697,47.4308,25.31,63,21,10.01,SO,1689287940
546,altai,46.3722,96.2583,13.3,60,0,1.48,MN,1689287940
547,lashkar gah,31.5938,64.3716,30.48,10,0,2.87,AF,1689287940
548,juegang,32.3174,121.1855,28.32,86,100,4.01,CN,1689287941
549,bereznik,62.8551,42.7072,13.91,98,98,1.53,RU,1689287941
550,san rafael del sur,11.8485,-86.4384,26.54,70,36,5.59,NI,1689287941
551,huarmey,-10.0681,-78.1522,21.4,78,73,4.0,PE,1689287941
552,rio gallegos,-51.6226,-69.2181,-0.97,86,0,1.54,AR,1689287920
553,cromer,52.9312,1.2989,16.71,89,99,4.89,GB,1689287942
554,akureyri,65.6835,-18.0878,4.96,87,100,8.75,IS,1689287942
555,sungai penuh,-2.0833,101.3833,18.51,99,100,0.75,ID,1689287942
556,vallenar,-28.5708,-70.7581,20.42,11,12,1.81,CL,1689287943
557,la gi,10.6667,107.7833,24.87,91,100,4.66,VN,1689287943
558,argos,37.6333,22.7333,27.1,41,0,1.34,GR,1689287943
559,mindelo,16.8901,-24.9804,26.75,78,20,6.69,CV,1689287944
560,mount gambier,-37.8333,140.7667,9.66,66,100,5.29,AU,1689287944
561,vila do maio,15.1333,-23.2167,26.44,85,48,1.84,CV,1689287944
562,ulanhot,46.0833,122.0833,18.55,96,100,10.83,CN,1689287944
563,zyryanskoye,56.8306,86.6258,15.74,96,99,2.54,RU,1689287945
564,shimokizukuri,40.8061,140.3861,22.19,84,54,2.89,JP,1689287945
565,remire-montjoly,4.9167,-52.2667,27.02,78,0,0.51,GF,1689287945
566,oudtshoorn,-33.5907,22.2014,9.2,35,8,2.03,ZA,1689287945
567,kharp,66.8014,65.8081,7.39,63,0,1.04,RU,1689287946
568,urucui,-7.2294,-44.5561,28.48,37,11,0.78,BR,1689287946
569,smithers,54.7804,-127.1743,26.18,27,75,2.06,CA,1689287480
570,monze,-16.2833,27.4833,10.71,66,5,2.04,ZM,1689287946
571,kamina,-8.7386,24.9906,15.59,61,4,2.0,CD,1689287946
572,as samawah,31.332,45.2944,35.24,12,3,8.3,IQ,1689287947
573,porto novo,6.4965,2.6036,25.9,89,83,1.73,BJ,1689287947
574,ponta delgada,37.7333,-25.6667,21.4,83,75,4.12,PT,1689287947
575,ves'yegonsk,58.664,37.2604,11.89,99,100,1.33,RU,1689287948
576,al fuwayliq,26.4432,43.2534,29.79,12,70,3.2,SA,1689287948
577,waingapu,-9.6567,120.2641,23.83,85,90,4.63,ID,1689287948
578,ancud,-41.8697,-73.8203,7.28,95,100,5.21,CL,1689287948
579,gubkinskiy,64.434,76.5026,8.99,62,58,2.57,RU,1689287948
